nom,prix,adresse,image_lien
Chien,350000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4969495_uploaded_image1_1727744912.jpg
Bichon maltais pur race,180000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4968565_uploaded_image1_1727702109.jpg
Bichon maltais,180000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4968555_uploaded_image1_1727701801.jpg
Chiots croisé Boer et Root,150000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4919750_uploaded_image1_1725108338.jpg
chiot boerboel,500000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4960771_uploaded_image1_1727238490.jpg
Chiot Bichon Maltais,120000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4953991_uploaded_image1_1726857246.jpg
Chiot Bichon,120000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4951836_uploaded_image1_1726753152.jpg
Chiot Boerboel,250000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4951796_uploaded_image1_1726751862.jpg
Chiots Pitbull,200000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg
Chiot chihuahua,390000.0,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4946002_uploaded_image1_1726441968.jpg
Chiot Berger Allemand,100000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg
Couple de chiot de race,75000.0,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4937044_uploaded_image1_1725971142.jpg
Chiot Bichon,180000.0,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4935684_uploaded_image1_1725899364.jpg
Lolou de pomeranien,700000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4934169_uploaded_image1_1725812855.jpg
Chiot bichon Maltais,150000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4934038_uploaded_image1_1725809065.jpg
Chiot Rottweiler,300000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4920593_uploaded_image1_1725147642.jpg
Berger Malinois,200000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4910751_uploaded_image1_1724605148.jpg
Chiot femelle caniche,150000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4893046_uploaded_image1_1723590343.jpg
Chiot Berger Allemand,150000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4892261_uploaded_image1_1723561480.jpg
Berger allemand,150000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg
Chiot Berger Malinois,300000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4887929_uploaded_image1_1723329270.jpg
Berger Allemand,150000.0,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4885136_uploaded_image1_1723173479.jpg
Pitbull,135000.0,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4885134_uploaded_image1_1723173253.jpg
Golden Retriever,300000.0,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4885131_uploaded_image1_1723173005.jpg
Chiot Berger Allemand,150000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg
Chiot Caniche,150000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4867390_uploaded_image1_1722338649.jpg
Bichons maltin pure race,250000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4865327_uploaded_image1_1722209598.jpg
Chiots berger allemand,150000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4858734_uploaded_image1_1721829571.jpg
Chiots Golden retriever,650000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg
Chiot Chiwawa,550000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4853647_uploaded_image1_1721564020.jpg
Chiot Husky,200000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4852383_uploaded_image1_1721477152.jpg
Chiot Belgian Malinois charbonne,250000.0,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4850412_uploaded_image1_1721376820.jpg
Chiots Rottweiler,250000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4848898_uploaded_image1_1721301203.jpg
Chiots spitz nain,800000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4845887_uploaded_image1_1721141629.jpg
Berger allemand,150000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4845561_uploaded_image1_1721130362.jpg
Berger Allemand,150000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4840125_uploaded_image1_1720797730.jpg
Chiots Berger Allemand,350000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg
Berger Allemand poil long,150000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4834152_uploaded_image1_1720526802.jpg
Chiens de race,250000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4829755_uploaded_image1_1720296424.jpg
Chiens de race,500000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4829728_uploaded_image1_1720295748.jpg
Chiots Berger Allemand,160000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4817314_uploaded_image1_1719692246.jpg
Chiot Husky pur sang,250000.0,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg
Chiot Malinois 4 mois,275.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg
Chien Malinois,77963888.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4806294_uploaded_image1_1719106703.jpg
Bichon Maltais,779638883.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4806292_uploaded_image1_1719106602.jpg
Chiot malinois femelle,250000.0,"Saly, Sénégal",https://images.coinafrique.com/thumb_4795597_uploaded_image1_1718373916.jpg
Chiots Berger Allemand,400000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4764005_uploaded_image1_1716798431.jpg
Chiots Berger XL,250000.0,"Saly, Sénégal",https://images.coinafrique.com/thumb_4758802_uploaded_image1_1716485273.jpg
Chiot Malinois,290.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4755803_uploaded_image1_1716366578.jpg
Chien Husky,300000.0,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4755258_uploaded_image1_1716323395.jpg
Chiots,20000.0,"Gorée, Dakar, Sénégal",https://images.coinafrique.com/thumb_4740260_uploaded_image1_1715562134.jpg
Chiot Bichon,150000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4739575_uploaded_image1_1715527231.jpg
Rottweiler,300000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4727689_uploaded_image1_1714948146.jpg
Berger Allemand Femelle,500000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4717577_uploaded_image1_1714468820.jpg
Chien Berger Allemand,200000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4716925_uploaded_image1_1714422080.jpg
Femelle Apbt Brinze,250000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4711619_uploaded_image1_1714093089.jpg
Chiot Malinois,779638883.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4695228_uploaded_image1_1713282119.jpg
Chiot Bichon Maltais,777621466.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4683644_uploaded_image1_1712667997.jpg
Chiot Ridgback,500000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4680610_uploaded_image1_1712497780.jpg
Malinois mal,250.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4679677_uploaded_image1_1712423347.jpg
Chien Berger Allemand,310000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg
Chiots Bichons Maltais,100000.0,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4672174_uploaded_image1_1712086423.jpg
Chiot Berger Allemand,150000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4670652_uploaded_image1_1712025834.jpg
Chiot Malinois,250000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4667946_uploaded_image1_1711887848.jpg
Chiot Berger Allemand,250000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4660990_uploaded_image1_1711470133.jpg
Chiot Berger Allemand,160000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4659440_uploaded_image1_1711400521.jpg
Chien Berger allemand,175000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg
Chiots Golden Retriever,650000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4652247_uploaded_image1_1710993916.jpg
Chiot Berger Allemand mâle,180000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4636694_uploaded_image1_1710171190.jpg
Chiots Bichons Maltais,150000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5383547_uploaded_image1_1750415126.jpg
Chiot Berger Allemand,160000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5379204_uploaded_image1_1750179653.jpg
Chiots Bichons maltais,150000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg
Chiot Berger allemand,150000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5376933_uploaded_image1_1750077698.jpg
Métisse rock berger,75000.0,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_5360685_uploaded_image1_1749060096.06.jpeg
Husky et Rotweiller,300000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5357616_uploaded_image1_1748916757.jpg
Chiots bichon,200000.0,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_5357093_uploaded_image1_1748892640.jpg
Chiot Américain,200.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5353266_uploaded_image1_1748682865.jpg
Chiots Berger Allemand,175000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5352744_uploaded_image2_1748635949.jpeg
Chiots Husky,300000.0,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_5341514_uploaded_image1_1747985445.jpg
Chien,130000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5341402_uploaded_image1_1747971696.jpg
Berger Allemand,150000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5340528_uploaded_image1_1747919294.jpg
Chiot Boerboul,275.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5338244_uploaded_image1_1747822800.jpg
Chiot Berger Allemand,250000.0,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_5336125_uploaded_image1_1747687556.jpg
Chiot Pitbull Terrier,250000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5335882_uploaded_image1_1747679076.jpg
Chien de salon,150000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5332506_uploaded_image1_1747475557.jpg
Chiot Husky,300000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5328800_uploaded_image1_1747289408.jpg
Chiot Bichon Havanais,150000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5326499_uploaded_image1_1747172729.jpg
Chiot Spitz Nain,800000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5326291_uploaded_image1_1747165396.jpg
Chiot Bichon Maltais,115000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_5326102_uploaded_image1_1747153443.jpg
Chiot Berger Allemand,150000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5321695_uploaded_image1_1746899509.jpg
Chiot Rotweiller,350000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5321351_uploaded_image1_1746881645.jpg
Chiot Berger allemand,200000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5317080_uploaded_image1_1746680060.jpg
Chiots Labradors,120000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5316749_uploaded_image1_1746650873.jpg
Vente Berger Femelle,400.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5305053_uploaded_image1_1746020493.jpg
Chiot,380000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5302773_uploaded_image1_1745911831.jpg
Chiot femelle cane corso,350000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5299584_uploaded_image1_1745674318.jpg
Chiot Berger Allemand,200000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5298958_uploaded_image1_1745627639.jpg
Chiot Berger allemand,250000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_5290700_uploaded_image1_1745194550.jpg
Chiot Bichon Havanais,150000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5272964_uploaded_image2_1744165161.jpeg
Chiot Berger Allemand,150000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5268192_uploaded_image1_1743934250.jpg
Chiots Pitbull,150000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5253443_uploaded_image1_1743081531.jpg
Chiots Husky,200000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5253441_uploaded_image1_1743081336.jpg
Chiots  Cane Corso,400000.0,"Sicap foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_5243684_uploaded_image1_1742560976.jpg
Chiots Berger Allemand,300000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_5228717_uploaded_image1_1741792512.jpg
Chiots,150000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5222994_uploaded_image1_1741542631.jpg
Chiot Berger Allemand,150000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5222675_uploaded_image1_1741529199.jpg
Chiot Bichon Maltais,175000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5221815_uploaded_image2_1741461038.jpeg
Chiot Malinois,250000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5213981_uploaded_image1_1741092394.jpg
Chiot Rott,300000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5213979_uploaded_image1_1741092307.jpg
Chiot Bichons Havanais,130000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5199916_uploaded_image1_1740355901.jpg
Chiot Berger Allemand,400000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5199105_uploaded_image1_1740305314.jpg
Chiot Rott,200000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_5192129_uploaded_image1_1739908831.jpg
Chiot Berger Allemand,130000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5186005_uploaded_image1_1739548062.jpg
Chiot Rottweiler,350000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5161997_uploaded_image1_1738308372.jpg
Chiots Doberman,400000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg
Chien Rottewaler,300000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5155571_uploaded_image1_1737992590.jpg
Chiots Bichons,175000.0,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_5133780_uploaded_image1_1736845188.jpg
Chiot Berger Allemand,130000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg
Chiot Berger Allemand,250000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5127074_uploaded_image1_1736431592.jpg
Chien,275.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg
Chiot Berger Allemand,210000.0,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_5114394_uploaded_image1_1735682024.jpg
Chiot Bichon Maltais,80000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg
Chiot Bichon Maltais,80000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5085597_uploaded_image1_1733856273.jpg
Chiot Bichon Maltais,80000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5085579_uploaded_image1_1733854971.jpg
Berger malinois,250000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5078573_uploaded_image1_1733447779.jpg
Caniche mâle,650000.0,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg
Chiot chihuahuas,250000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5045245_uploaded_image1_1731667358.jpg
Chiot Rottweiler,300000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5044649_uploaded_image1_1731627517.jpg
Chiot Labrador,250000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5672239_uploaded_image1_1765736340.jpg
Chiots labradors,300000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5667947_uploaded_image1_1765469989.jpg
Chiot Husky,350000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5664078_uploaded_image1_1765299555.jpg
Berger malinois charbonner,250.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5649558_uploaded_image1_1764572984.jpg
Chiot Bichon Maltais,100000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5644579_uploaded_image1_1764272051.jpg
Chiots Labradors Retriever,300000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5640905_uploaded_image1_1764096718.jpg
Chiot Malinois,200000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5628892_uploaded_image1_1763507006.jpg
Chiot Berger Malinois,150000.0,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_5628715_uploaded_image1_1763500388.jpg
Chiot Husky,350000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5621149_uploaded_image1_1763076045.jpg
Chiot Malinois,125000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5616738_uploaded_image1_1762882607.jpg
Chiots Border Collie,140000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5616729_uploaded_image1_1762882207.jpg
Chiot,60000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_5613212_uploaded_image1_1762713775.jpg
Chiot Pitbull Tricolor,120000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5610458_uploaded_image1_1762521942.jpg
Chiot Labrador,400000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5603738_uploaded_image1_1762199868.jpg
Chiot Bichon maltais,125000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_5601862_uploaded_image1_1762106679.jpg
Chiot American,170.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5579814_uploaded_image1_1760778039.jpg
Chiot Berger Allemand,250000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg
Bichon Maltais frisé,150000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5572179_uploaded_image1_1760379385.jpg
Chiot Presa Canario,650000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5565180_uploaded_image1_1759957391.jpg
Chiot Berger Allemand,300000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg
Chiot Husky Sibérien vacciné,400000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5560240_uploaded_image1_1759709034.jpg
Chiots Berger Allemand,130000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_5560003_uploaded_image1_1759693627.jpg
Chiot Labrador,450000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5550994_uploaded_image1_1759258475.jpg
Croquettes pour chiens,28000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5537867_uploaded_image1_1758544788.jpg
Chiot Bichon nain,200000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5530652_uploaded_image1_1758128841.jpg
Husky pur sang femelle,250000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5528570_uploaded_image1_1758035685.jpg
Chiot pitbull,100000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5528337_uploaded_image1_1758029337.jpg
Chiot Boerboel,375000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5524708_uploaded_image1_1757840142.jpg
Chiot  Husky,350000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5524610_uploaded_image1_1757831632.jpg
Chiot Rottweiler,250000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5524392_uploaded_image1_1757805590.jpg
Chiot Bichon,200000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5521237_uploaded_image1_1757636811.jpg
Chiot,100000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5516813_uploaded_image1_1757429045.jpg
Chiot Pitbull,150.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5512296_uploaded_image1_1757182867.jpg
Chiot Berger allemand,350000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5507784_uploaded_image1_1756958536.jpg
Chiot Malinois,250.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5506845_uploaded_image1_1756907976.jpg
Chiots Bichons Havanais,130000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5498808_uploaded_image1_1756485463.jpg
Chiots Berger Allemand,200000.0,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_5492262_uploaded_image1_1756135491.jpg
Chiot Berger allemand grand gabarit,350000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5490358_uploaded_image1_1755989245.jpg
Chiots Labradors,300000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5489586_uploaded_image1_1755947226.jpg
Chiots Labradors,300000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5489540_uploaded_image1_1755946028.jpg
Chien  bichons,450000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5489184_uploaded_image1_1755926050.jpg
Chiots Berger Allemand,350000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5487110_uploaded_image1_1755815195.jpg
Chiot Rottweiler,400000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5486097_uploaded_image1_1755778960.jpg
Bichon noir,130000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5482763_uploaded_image1_1755623884.jpg
Chiot Rottweiler,300000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5480457_uploaded_image1_1755508783.jpg
Chiot Bichon,200000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5474603_uploaded_image2_1755135509.jpeg
bichons mâle,150000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5431028_uploaded_image1_1752941357.jpg
Chiot Malinois,150000.0,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_5468013_uploaded_image1_1754773485.jpg
Chiot Berger allemand,250000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5467125_uploaded_image1_1754733559.jpg
Chiots Berger Allemand,150000.0,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_5466408_uploaded_image1_1754682101.jpg
Chat siamois,100000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5465444_uploaded_image1_1754649176.jpg
Chiot Hamster syrien,5000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5465432_uploaded_image1_1754648750.jpg
Chiots Berger,150000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5463591_uploaded_image1_1754561119.jpg
Chiots Berger allemend,150000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5463584_uploaded_image1_1754560979.jpg
Chiots Berger allemend,150000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5463567_uploaded_image1_1754560541.jpg
Chiot Malinois,300000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5462776_uploaded_image1_1754507012.jpg
Chiot Husky,350000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5456601_uploaded_image1_1754217248.jpg
Chiots malinois de parents importés de bordeaux france,250000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5455656_uploaded_image1_1754152274.jpg
Chiot Rottweiler,290000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5453153_uploaded_image1_1754039656.jpg
Chiot Berger Allemand,120000.0,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_5443216_uploaded_image1_1753548558.jpg
Chiot Berger allemand,150000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg
Chiot Bichon maltes,180000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5435956_uploaded_image1_1753216215.jpg
Chiots Berger allemand,180000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5429666_uploaded_image1_1752845223.jpg
Chiot Berger Allemand,150000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5387119_uploaded_image2_1750623407.jpeg
Bichon maltaise,150000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5386842_uploaded_image1_1750611237.jpg
Chien Boerboell,650000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5386827_uploaded_image1_1750610656.jpg
Chiot Berger allemand,170.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5425744_uploaded_image1_1752657035.jpg
Chiots Cane Corso,400000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5400421_uploaded_image1_1751373309.jpg
Chiot Husky,300000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5397542_uploaded_image1_1751222051.jpg
Berger Malinois Métis,200000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5389289_uploaded_image1_1750742046.jpg
Chiot Husky male,350000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5385417_uploaded_image1_1750511517.jpg
Chiot Berger malinois,300000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5384862_uploaded_image1_1750465161.jpg
