web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien
"1766752708-135","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots  Malinois","350 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4159449_uploaded_image1_1680456128.jpg"
"1766752708-136","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Malinois","150 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4158059_uploaded_image1_1680361437.jpg"
"1766752708-137","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots","120 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4149988_uploaded_image1_1679859740.jpg"
"1766752708-138","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Bichon","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4149942_uploaded_image1_1679856856.jpg"
"1766752708-139","https://sn.coinafrique.com/categorie/chiens?page=5","Chien Jack russell","175 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4142083_uploaded_image1_1679347655.jpg"
"1766752708-140","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Labrador","750 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4141864_uploaded_image1_1679336408.jpg"
"1766752708-141","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Berger Allemand","125 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4141061_uploaded_image1_1679304713.jpg"
"1766752708-142","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Bichon","70 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4137626_uploaded_image2_1679009249.jpeg"
"1766752708-143","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots berger allemand","150 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4135756_uploaded_image1_1678898624.jpg"
"1766752708-144","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Mal Bichon","250CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4134271_uploaded_image1_1678817547.jpg"
"1766752708-145","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger Allemand","100 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4131053_uploaded_image1_1678627815.jpg"
"1766752708-146","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot  berger","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4130159_uploaded_image1_1678548295.jpg"
"1766752708-147","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots malinois","280 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4126440_uploaded_image1_1678350608.jpg"
"1766752708-148","https://sn.coinafrique.com/categorie/chiens?page=5","Chienne Golden Retriever","700 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4126336_uploaded_image1_1678330762.jpg"
"1766752708-149","https://sn.coinafrique.com/categorie/chiens?page=5","Chienne Labrador","650 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4126334_uploaded_image1_1678330605.jpg"
"1766752708-150","https://sn.coinafrique.com/categorie/chiens?page=5","Chiens Rottweiler","1 350 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4126333_uploaded_image1_1678330232.jpg"
"1766752708-151","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4125861_uploaded_image1_1678300191.jpg"
"1766752708-152","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger allemand","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4125859_uploaded_image1_1678300077.jpg"
"1766752708-153","https://sn.coinafrique.com/categorie/chiens?page=5","Chien Bichon","150 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4124637_uploaded_image1_1678229133.jpg"
"1766752708-154","https://sn.coinafrique.com/categorie/chiens?page=5","Chien berger allemand","140 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4121621_uploaded_image1_1678058765.jpg"
"1766752708-155","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot bichon maltais","130 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4118672_uploaded_image1_1677860063.jpg"
"1766752708-156","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots malinois","280 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4118286_uploaded_image1_1677846223.jpg"
"1766752708-157","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Caniche bichon","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4117078_uploaded_image1_1677779647.jpg"
"1766752708-158","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot mâle bichon","100 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4108812_uploaded_image1_1677276973.jpg"
"1766752708-159","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Spitz Nain Pomeranien","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4105901_uploaded_image1_1677094228.jpg"
"1766752708-160","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot berger malinois","700 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4085335_uploaded_image1_1675814530.jpg"
"1766752708-161","https://sn.coinafrique.com/categorie/chiens?page=5","Chien berger allemand","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4080591_uploaded_image1_1675545771.jpg"
"1766752708-162","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Pitbull","100 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4078372_uploaded_image1_1675431643.jpg"
"1766752708-163","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Bichons","130 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4077248_uploaded_image1_1675372705.jpg"
"1766752708-164","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Pitbull","100 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4070065_uploaded_image1_1675021877.jpg"
"1766752708-165","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot husky sibérien","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1766752708-166","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Golden Retriever","650 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4059349_uploaded_image1_1674300377.jpg"
"1766752708-167","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots bergers allemands","160 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4057130_uploaded_image1_1674154040.jpg"
"1766752708-168","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Bulldog français","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1766752710-169","https://sn.coinafrique.com/categorie/chiens?page=4","Caniche","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4634226_uploaded_image1_1710001956.jpg"
"1766752710-170","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Femelle adulte","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4630010_uploaded_image1_1709800534.jpg"
"1766752710-171","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4618143_uploaded_image1_1709220344.jpg"
"1766752710-172","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon","150 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4611544_uploaded_image1_1708894607.jpg"
"1766752710-173","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4609624_uploaded_image1_1708767944.jpg"
"1766752710-174","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Boerboel","275 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4607340_uploaded_image1_1708639477.jpg"
"1766752710-175","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens boerbulls","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4606579_uploaded_image1_1708609223.jpg"
"1766752710-176","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens berger allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4604923_uploaded_image1_1708530320.jpg"
"1766752710-177","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4595120_uploaded_image1_1708002349.jpg"
"1766752710-178","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon maltais femelle","130 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4583262_uploaded_image1_1707324718.jpg"
"1766752710-179","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Boerboel","250CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4580660_uploaded_image1_1707214130.jpg"
"1766752710-180","https://sn.coinafrique.com/categorie/chiens?page=4","Chien American Bully","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4579870_uploaded_image1_1707162831.jpg"
"1766752710-181","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","150 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4578293_uploaded_image1_1707081785.jpg"
"1766752710-182","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rottweiler","250 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4578118_uploaded_image1_1707073637.jpg"
"1766752710-183","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","175 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4578066_uploaded_image1_1707070773.jpg"
"1766752710-184","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens Malinois charbonner","250 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4560526_uploaded_image1_1706096544.jpg"
"1766752710-185","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens malinois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4559186_uploaded_image1_1706015644.jpg"
"1766752710-186","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Bichon maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4557442_uploaded_image1_1705924339.jpg"
"1766752710-187","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots mâle","195 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4556192_uploaded_image1_1705853341.jpg"
"1766752710-188","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","350 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4549443_uploaded_image1_1705486947.jpg"
"1766752710-189","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot femelle Malinois et Red Nose","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4548513_uploaded_image1_1705430390.jpg"
"1766752710-190","https://sn.coinafrique.com/categorie/chiens?page=4","Rottweiler femelle 2 mois","275 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4543266_uploaded_image1_1705144667.jpg"
"1766752710-191","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rott","300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4532830_uploaded_image1_1704659788.jpg"
"1766752710-192","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Malinois","250 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4532826_uploaded_image1_1704659683.jpg"
"1766752710-193","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4532817_uploaded_image1_1704659367.jpg"
"1766752710-194","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4532063_uploaded_image1_1704626532.jpg"
"1766752710-195","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bergers Allemands","125 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4530727_uploaded_image1_1704546741.jpg"
"1766752710-196","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","700 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4513587_uploaded_image1_1703525523.jpg"
"1766752710-197","https://sn.coinafrique.com/categorie/chiens?page=4","Chiotte Berger Allemand","230 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4513582_uploaded_image1_1703525135.jpg"
"1766752710-198","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens  Malinois charbonnés","700 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4513573_uploaded_image1_1703524791.jpg"
"1766752710-199","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Boerbool","550 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4513571_uploaded_image1_1703524590.jpg"
"1766752710-200","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4499987_uploaded_image1_1702579369.jpg"
"1766752710-201","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon Maltais","120 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4497142_uploaded_image1_1702422599.jpg"
"1766752710-202","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon Maltais","150 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4497133_uploaded_image1_1702422179.jpg"
"1766752710-203","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichon Maltais","150 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4491233_uploaded_image1_1702048768.jpg"
"1766752710-204","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","275CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4482375_uploaded_image1_1701548723.jpg"
"1766752710-205","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rottweiler","350 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4482373_uploaded_image1_1701548572.jpg"
"1766752710-206","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Kangal","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_4473735_uploaded_image1_1701045157.jpg"
"1766752710-207","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4463659_uploaded_image1_1700349992.jpg"
"1766752710-208","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche","150 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4456414_uploaded_image1_1699894532.jpg"
"1766752710-209","https://sn.coinafrique.com/categorie/chiens?page=4","Femelles Bichon Maltais","170 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4436255_uploaded_image1_1698705740.jpg"
"1766752710-210","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Allemand","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4413898_uploaded_image1_1697111822.jpg"
"1766752710-211","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Allemand","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4413893_uploaded_image1_1697111712.jpg"
"1766752710-212","https://sn.coinafrique.com/categorie/chiens?page=4","Chien","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4413890_uploaded_image1_1697111604.jpg"
"1766752710-213","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot","Prix sur demande","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4408048_uploaded_image1_1696769142.jpg"
"1766752710-214","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Presa Canario","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4407651_uploaded_image1_1696729959.jpg"
"1766752710-215","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","180 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4405915_uploaded_image1_1696611971.jpg"
"1766752710-216","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichon Maltais","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4405536_uploaded_image1_1696594762.jpg"
"1766752710-217","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche","120 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4404913_uploaded_image1_1696555140.jpg"
"1766752710-218","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Malinois","130 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4399201_uploaded_image1_1696256233.jpg"
"1766752710-219","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4396584_uploaded_image1_1696077607.jpg"
"1766752710-220","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon Maltais","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4396239_uploaded_image1_1696044813.jpg"
"1766752710-221","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon femelle","160 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4391785_uploaded_image1_1695736409.jpg"
"1766752710-222","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Husky","400 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4390232_uploaded_image1_1695643427.jpg"
"1766752710-223","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4380821_uploaded_image1_1694998874.jpg"
"1766752710-224","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Berger Malinois","170 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375184_uploaded_image1_1694613400.jpg"
"1766752710-225","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","150 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4372068_uploaded_image1_1694433846.jpg"
"1766752710-226","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","300 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4364394_uploaded_image1_1693936965.jpg"
"1766752710-227","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Labrador","600 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4362528_uploaded_image1_1693831725.jpg"
"1766752710-228","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","160 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4359376_uploaded_image1_1693588268.jpg"
"1766752710-229","https://sn.coinafrique.com/categorie/chiens?page=4","Vente chiot pittbull  femelle","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4351149_uploaded_image1_1693052882.jpg"
"1766752710-230","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4351042_uploaded_image1_1693047159.jpg"
"1766752710-231","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4349193_uploaded_image1_1692908102.jpg"
"1766752710-232","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Malinois","140 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4347191_uploaded_image1_1692800036.jpg"
"1766752710-233","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","225 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4347159_uploaded_image1_1692798815.jpg"
"1766752710-234","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4344699_uploaded_image1_1692644593.jpg"
"1766752710-235","https://sn.coinafrique.com/categorie/chiens?page=4","Chien  Berger","Prix sur demande","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4344463_uploaded_image1_1692634225.jpg"
"1766752710-236","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4332159_uploaded_image1_1691820363.jpg"
"1766752710-237","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Caniche","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330813_uploaded_image1_1691723836.jpg"
"1766752710-238","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330247_uploaded_image1_1691686832.jpg"
"1766752710-239","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4327552_uploaded_image1_1691526026.jpg"
"1766752710-240","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Boerbull","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4324260_uploaded_image1_1691322006.jpg"
"1766752710-241","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Malinois","225 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4318517_uploaded_image1_1690980921.jpg"
"1766752710-242","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot berger allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4315123_uploaded_image1_1690791733.jpg"
"1766752710-243","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots berger allemand","180 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4315045_uploaded_image1_1690773274.jpg"
"1766752710-244","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4314748_uploaded_image1_1690747602.jpg"
"1766752710-245","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4312162_uploaded_image1_1690550986.jpg"
"1766752710-246","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Bichon nain","200 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4311860_uploaded_image1_1690537675.jpg"
"1766752710-247","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4307889_uploaded_image1_1690298114.jpg"
"1766752710-248","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Cane Corso","400 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4300394_uploaded_image1_1689770783.jpg"
"1766752710-249","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Berger Allemand","200 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4296542_uploaded_image1_1689515237.jpg"
"1766752710-250","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Cane Corso","350 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4295604_uploaded_image1_1689430034.jpg"
"1766752710-251","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Akita japonaise","850 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4294289_uploaded_image1_1689338730.jpg"
"1766752710-252","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens Malinois","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4290173_uploaded_image1_1689087809.jpg"
"1766752713-253","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5016564_uploaded_image1_1730217865.jpg"
"1766752713-254","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","250 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_5013765_uploaded_image1_1730056659.jpg"
"1766752713-255","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","130 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_5006641_uploaded_image1_1729624663.jpg"
"1766752713-256","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","250CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5004868_uploaded_image1_1729539442.jpg"
"1766752713-257","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots labrador pure race","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5002785_uploaded_image1_1729429974.jpg"
"1766752713-258","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1766752713-259","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand femelle","155 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4996897_uploaded_image1_1729087539.jpg"
"1766752713-260","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","300 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993670_uploaded_image1_1728931466.jpg"
"1766752713-261","https://sn.coinafrique.com/categorie/chiens?page=3","Chien","350 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4969495_uploaded_image1_1727744912.jpg"
"1766752713-262","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon maltais pur race","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4968565_uploaded_image1_1727702109.jpg"
"1766752713-263","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon maltais","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4968555_uploaded_image1_1727701801.jpg"
"1766752713-264","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots croisé Boer et Root","150 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919750_uploaded_image1_1725108338.jpg"
"1766752713-265","https://sn.coinafrique.com/categorie/chiens?page=3","chiot boerboel","500 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4960771_uploaded_image1_1727238490.jpg"
"1766752713-266","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","120 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4953991_uploaded_image1_1726857246.jpg"
"1766752713-267","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4953869_uploaded_image1_1726851193.jpg"
"1766752713-268","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","120 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4951836_uploaded_image1_1726753152.jpg"
"1766752713-269","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerboel","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951796_uploaded_image1_1726751862.jpg"
