web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien
"1766752713-270","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Pitbull","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1766752713-271","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot chihuahua","390 000CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_4946002_uploaded_image1_1726441968.jpg"
"1766752713-272","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1766752713-273","https://sn.coinafrique.com/categorie/chiens?page=3","Couple de chiot de race","75 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4937044_uploaded_image1_1725971142.jpg"
"1766752713-274","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","180 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4935684_uploaded_image1_1725899364.jpg"
"1766752713-275","https://sn.coinafrique.com/categorie/chiens?page=3","Lolou de pomeranien","700 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4934169_uploaded_image1_1725812855.jpg"
"1766752713-276","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot bichon Maltais","150 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4934038_uploaded_image1_1725809065.jpg"
"1766752713-277","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4920593_uploaded_image1_1725147642.jpg"
"1766752713-278","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Malinois","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4910751_uploaded_image1_1724605148.jpg"
"1766752713-279","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot femelle caniche","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4893046_uploaded_image1_1723590343.jpg"
"1766752713-280","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4892261_uploaded_image1_1723561480.jpg"
"1766752713-281","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand","150 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1766752713-282","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Malinois","300 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4887929_uploaded_image1_1723329270.jpg"
"1766752713-283","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand","150 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885136_uploaded_image1_1723173479.jpg"
"1766752713-284","https://sn.coinafrique.com/categorie/chiens?page=3","Pitbull","135 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885134_uploaded_image1_1723173253.jpg"
"1766752713-285","https://sn.coinafrique.com/categorie/chiens?page=3","Golden Retriever","300 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885131_uploaded_image1_1723173005.jpg"
"1766752713-286","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1766752713-287","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Caniche","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4867390_uploaded_image1_1722338649.jpg"
"1766752713-288","https://sn.coinafrique.com/categorie/chiens?page=3","Bichons maltin pure race","250 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865327_uploaded_image1_1722209598.jpg"
"1766752713-289","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots berger allemand","150 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4858734_uploaded_image1_1721829571.jpg"
"1766752713-290","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Golden retriever","650 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg"
"1766752713-291","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Chiwawa","550 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853647_uploaded_image1_1721564020.jpg"
"1766752713-292","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky","200 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4852383_uploaded_image1_1721477152.jpg"
"1766752713-293","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Cane Corso","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4851447_uploaded_image1_1721414706.jpg"
"1766752713-294","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Belgian Malinois charbonne","250 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4850412_uploaded_image1_1721376820.jpg"
"1766752713-295","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Rottweiler","250 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4848898_uploaded_image1_1721301203.jpg"
"1766752713-296","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots spitz nain","800 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4845887_uploaded_image1_1721141629.jpg"
"1766752713-297","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand","150 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4845561_uploaded_image1_1721130362.jpg"
"1766752713-298","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand","150 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4840125_uploaded_image1_1720797730.jpg"
"1766752713-299","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","350 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
"1766752713-300","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand poil long","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4834152_uploaded_image1_1720526802.jpg"
"1766752713-301","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens de race","250 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4829755_uploaded_image1_1720296424.jpg"
"1766752713-302","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens de race","500 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4829728_uploaded_image1_1720295748.jpg"
"1766752713-303","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","160 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4817314_uploaded_image1_1719692246.jpg"
"1766752713-304","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky pur sang","250 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg"
"1766752713-305","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots dog canaries","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4808208_uploaded_image1_1719236144.jpg"
"1766752713-306","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois 4 mois","275CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1766752713-307","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Malinois","77 963 888CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4806294_uploaded_image1_1719106703.jpg"
"1766752713-308","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon Maltais","779 638 883CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4806292_uploaded_image1_1719106602.jpg"
"1766752713-309","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot malinois femelle","250 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4795597_uploaded_image1_1718373916.jpg"
"1766752713-310","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","400 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4764005_uploaded_image1_1716798431.jpg"
"1766752713-311","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger XL","250 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4758802_uploaded_image1_1716485273.jpg"
"1766752713-312","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","290CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4755803_uploaded_image1_1716366578.jpg"
"1766752713-313","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Husky","300 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4755258_uploaded_image1_1716323395.jpg"
"1766752713-314","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots","20 000CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_4740260_uploaded_image1_1715562134.jpg"
"1766752713-315","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","150 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739575_uploaded_image1_1715527231.jpg"
"1766752713-316","https://sn.coinafrique.com/categorie/chiens?page=3","Rottweiler","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4727689_uploaded_image1_1714948146.jpg"
"1766752713-317","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand Femelle","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4717577_uploaded_image1_1714468820.jpg"
"1766752713-318","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","200 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4716925_uploaded_image1_1714422080.jpg"
"1766752713-319","https://sn.coinafrique.com/categorie/chiens?page=3","Femelle Apbt Brinze","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4711619_uploaded_image1_1714093089.jpg"
"1766752713-320","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","779 638 883CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4695228_uploaded_image1_1713282119.jpg"
"1766752713-321","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","777 621 466CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4683644_uploaded_image1_1712667997.jpg"
"1766752713-322","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Malinois","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4681737_uploaded_image1_1712574717.jpg"
"1766752713-323","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Ridgback","500 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4680610_uploaded_image1_1712497780.jpg"
"1766752713-324","https://sn.coinafrique.com/categorie/chiens?page=3","Malinois mal","250CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4679677_uploaded_image1_1712423347.jpg"
"1766752713-325","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","310 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1766752713-326","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Bichons Maltais","100 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4672174_uploaded_image1_1712086423.jpg"
"1766752713-327","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4670652_uploaded_image1_1712025834.jpg"
"1766752713-328","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","250 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4667946_uploaded_image1_1711887848.jpg"
"1766752713-329","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4664453_uploaded_image1_1711641058.jpg"
"1766752713-330","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4664447_uploaded_image1_1711640943.jpg"
"1766752713-331","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4660990_uploaded_image1_1711470133.jpg"
"1766752713-332","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4659440_uploaded_image1_1711400521.jpg"
"1766752713-333","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger allemand","175 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1766752713-334","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4653887_uploaded_image1_1711074324.jpg"
"1766752713-335","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Golden Retriever","650 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4652247_uploaded_image1_1710993916.jpg"
"1766752713-336","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand mâle","180 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4636694_uploaded_image1_1710171190.jpg"
"1766752716-337","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bichons Maltais","150 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5383547_uploaded_image1_1750415126.jpg"
"1766752716-338","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379393_uploaded_image1_1750190380.jpg"
"1766752716-339","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379204_uploaded_image1_1750179653.jpg"
"1766752716-340","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bichons maltais","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg"
"1766752716-341","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5376933_uploaded_image1_1750077698.jpg"
"1766752716-342","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots malamute pure","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5368072_uploaded_image1_1749564175.jpg"
"1766752716-343","https://sn.coinafrique.com/categorie/chiens?page=2","Métisse rock berger","75 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5360685_uploaded_image1_1749060096.06.jpeg"
"1766752716-344","https://sn.coinafrique.com/categorie/chiens?page=2","Husky et Rotweiller","300 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5357616_uploaded_image1_1748916757.jpg"
"1766752716-345","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots bichon","200 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5357093_uploaded_image1_1748892640.jpg"
"1766752716-346","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bouvier Bernois","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5356412_uploaded_image1_1748869590.jpg"
"1766752716-347","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Américain","200CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5353266_uploaded_image1_1748682865.jpg"
"1766752716-348","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger Allemand","175 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5352744_uploaded_image2_1748635949.jpeg"
"1766752716-349","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Husky","300 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341514_uploaded_image1_1747985445.jpg"
"1766752716-350","https://sn.coinafrique.com/categorie/chiens?page=2","Chien","130 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341402_uploaded_image1_1747971696.jpg"
"1766752716-351","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Malinois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5341165_uploaded_image1_1747948139.jpg"
"1766752716-352","https://sn.coinafrique.com/categorie/chiens?page=2","Berger Allemand","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5340528_uploaded_image1_1747919294.jpg"
"1766752716-353","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerboul","275CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5338244_uploaded_image1_1747822800.jpg"
"1766752716-354","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","250 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5336125_uploaded_image1_1747687556.jpg"
"1766752716-355","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Pitbull Terrier","250 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5335882_uploaded_image1_1747679076.jpg"
"1766752716-356","https://sn.coinafrique.com/categorie/chiens?page=2","Chien de salon","150 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332506_uploaded_image1_1747475557.jpg"
"1766752716-357","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","300 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5328800_uploaded_image1_1747289408.jpg"
"1766752716-358","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Havanais","150 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326499_uploaded_image1_1747172729.jpg"
"1766752716-359","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Spitz Nain","800 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5326291_uploaded_image1_1747165396.jpg"
"1766752716-360","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","115 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326102_uploaded_image1_1747153443.jpg"
"1766752716-361","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rottweiller","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323434_uploaded_image1_1747041206.jpg"
"1766752716-362","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","Prix sur demande","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5322117_uploaded_image1_1746933372.jpg"
"1766752716-363","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321857_uploaded_image1_1746909799.jpg"
"1766752716-364","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5321695_uploaded_image1_1746899509.jpg"
"1766752716-365","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rotweiller","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321351_uploaded_image1_1746881645.jpg"
"1766752716-366","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Cavalier king","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5319622_uploaded_image1_1746790053.jpg"
"1766752716-367","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5317080_uploaded_image1_1746680060.jpg"
"1766752716-368","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Labradors","120 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5316749_uploaded_image1_1746650873.jpg"
"1766752716-369","https://sn.coinafrique.com/categorie/chiens?page=2","Vente Berger Femelle","400CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5305053_uploaded_image1_1746020493.jpg"
"1766752716-370","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Pitbull Terrier","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_5303725_uploaded_image1_1745943692.jpg"
"1766752716-371","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot","380 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5302773_uploaded_image1_1745911831.jpg"
"1766752716-372","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot femelle cane corso","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5299584_uploaded_image1_1745674318.jpg"
"1766752716-373","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5298958_uploaded_image1_1745627639.jpg"
"1766752716-374","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","Prix sur demande","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5293825_uploaded_image1_1745394897.jpg"
"1766752716-375","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","250 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5290700_uploaded_image1_1745194550.jpg"
"1766752716-376","https://sn.coinafrique.com/categorie/chiens?page=2","Chiens malinois","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5277780_uploaded_image1_1744399979.jpg"
"1766752716-377","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Havanais","150 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5272964_uploaded_image2_1744165161.jpeg"
"1766752716-378","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5268192_uploaded_image1_1743934250.jpg"
"1766752716-379","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky femelle","Prix sur demande","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5259188_uploaded_image1_1743466264.jpg"
"1766752716-380","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Dalmatiens","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256321_uploaded_image1_1743258183.jpg"
"1766752716-381","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Pitbull","150 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5253443_uploaded_image1_1743081531.jpg"
"1766752716-382","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Husky","200 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5253441_uploaded_image1_1743081336.jpg"
"1766752716-383","https://sn.coinafrique.com/categorie/chiens?page=2","Chiens malinois","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5251605_uploaded_image1_1742991471.jpg"
"1766752716-384","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5249300_uploaded_image1_1742862357.jpg"
"1766752716-385","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5249290_uploaded_image1_1742861930.jpg"
"1766752716-386","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots  Cane Corso","400 000CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5243684_uploaded_image1_1742560976.jpg"
"1766752716-387","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger Allemand","300 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5228717_uploaded_image1_1741792512.jpg"
"1766752716-388","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5222994_uploaded_image1_1741542631.jpg"
"1766752716-389","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5222921_uploaded_image1_1741538962.jpg"
"1766752716-390","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5222912_uploaded_image1_1741538659.jpg"
"1766752716-391","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5222675_uploaded_image1_1741529199.jpg"
"1766752716-392","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","175 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5221815_uploaded_image2_1741461038.jpeg"
"1766752716-393","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Malinois","250 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5213981_uploaded_image1_1741092394.jpg"
"1766752716-394","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rott","300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5213979_uploaded_image1_1741092307.jpg"
"1766752716-395","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichons Havanais","130 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5199916_uploaded_image1_1740355901.jpg"
"1766752716-396","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","400 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5199105_uploaded_image1_1740305314.jpg"
"1766752716-397","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rott","200 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5192129_uploaded_image1_1739908831.jpg"
"1766752716-398","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Husky Sibérien","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5186967_uploaded_image1_1739620133.jpg"
"1766752716-399","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","130 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5186005_uploaded_image1_1739548062.jpg"
"1766752716-400","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Dogo Canario","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5178208_uploaded_image1_1739149958.jpg"
"1766752716-401","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rottweiler","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5161997_uploaded_image1_1738308372.jpg"
"1766752716-402","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Doberman","400 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg"
"1766752716-403","https://sn.coinafrique.com/categorie/chiens?page=2","Chien Rottewaler","300 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5155571_uploaded_image1_1737992590.jpg"
"1766752716-404","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136517_uploaded_image1_1736959572.jpg"
