web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien
"1766753118-478","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","800 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4198188_uploaded_image1_1683021884.jpg"
"1766753118-479","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","75 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4196101_uploaded_image1_1682881390.jpg"
"1766753118-480","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","850 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4195346_uploaded_image1_1682806636.jpg"
"1766753118-481","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","125 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4192844_uploaded_image1_1682618419.jpg"
"1766753118-482","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4177437_uploaded_image1_1681517035.jpg"
"1766753118-483","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","75 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4175237_uploaded_image1_1681390037.jpg"
"1766753118-484","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4169738_uploaded_image1_1681049475.jpg"
"1766753118-485","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Azawat","150 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4160771_uploaded_image1_1680528476.jpg"
"1766753118-486","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","95 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4155201_uploaded_image1_1680182796.jpg"
"1766753118-487","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","600 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4152006_uploaded_image1_1679997359.jpg"
"1766753118-488","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","500 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4150306_uploaded_image1_1679880896.jpg"
"1766753118-489","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum Azawatt","400 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4150287_uploaded_image1_1679880266.jpg"
"1766753118-490","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","500 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4143070_uploaded_image1_1679409169.jpg"
"1766753118-491","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","110 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4141471_uploaded_image1_1679321283.jpg"
"1766753118-492","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton femelle Ladoum","400 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1766753118-493","https://sn.coinafrique.com/categorie/moutons?page=3","Agnelle Ladoum","125 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4124306_uploaded_image1_1678211736.jpg"
"1766753118-494","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","150 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4100015_uploaded_image1_1676717834.jpg"
"1766753118-495","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","120 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4069918_uploaded_image1_1675008490.jpg"
"1766753118-496","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","130 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4067794_uploaded_image1_1674832065.jpg"
"1766753118-497","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1766753118-498","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton femelle Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061067_uploaded_image1_1674421753.jpg"
"1766753118-499","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton  agnelle","350 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1766753118-500","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_4055616_uploaded_image1_1674061476.jpg"
"1766753118-501","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_4055594_uploaded_image1_1674060909.jpg"
"1766753118-502","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","90 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4045236_uploaded_image1_1673453334.jpg"
"1766753118-503","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4045097_uploaded_image1_1673450121.jpg"
"1766753118-504","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","125 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4043309_uploaded_image1_1673359543.jpg"
"1766753123-505","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","80 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5689042_uploaded_image1_1766665476.jpg"
"1766753123-506","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","80 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5689039_uploaded_image1_1766665222.jpg"
"1766753123-507","https://sn.coinafrique.com/categorie/moutons?page=1","Fauteuil pliable","50 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5641122_uploaded_image2_1764104086.jpeg"
"1766753123-508","https://sn.coinafrique.com/categorie/moutons?page=1","Agneau pur sang","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5631456_uploaded_image1_1763631774.jpg"
"1766753123-509","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","125 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1766753123-510","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5630102_uploaded_image1_1763563551.jpg"
"1766753123-511","https://sn.coinafrique.com/categorie/moutons?page=1","Moutons Ladoum","350 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5613540_uploaded_image1_1762738491.jpg"
"1766753123-512","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5594186_uploaded_image1_1761667729.jpg"
"1766753123-513","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton ladoum","1 000 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5590609_uploaded_image1_1761399893.jpg"
"1766753123-514","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5571703_uploaded_image1_1760360461.jpg"
"1766753123-515","https://sn.coinafrique.com/categorie/moutons?page=1","Mâles ladoum","300 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5570235_uploaded_image1_1760269024.jpg"
"1766753123-516","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","200 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5561288_uploaded_image1_1759765735.jpg"
"1766753123-517","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","200 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5543556_uploaded_image1_1758817920.jpg"
"1766753123-518","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","550CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5521645_uploaded_image1_1757668518.jpg"
"1766753123-519","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","700 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5514422_uploaded_image1_1757326730.jpg"
"1766753123-520","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5513111_uploaded_image1_1757248013.jpg"
"1766753123-521","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000CFA","Malikounda, Sénégal","https://images.coinafrique.com/thumb_5454220_uploaded_image1_1754077895.jpg"
"1766753123-522","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton  ladoum","550CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5430741_uploaded_image1_1752926224.jpg"
"1766753123-523","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton  ladoum","100 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1766753123-524","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","550 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5401936_uploaded_image1_1751443255.jpg"
"1766753123-525","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum Azowate","125 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5390051_uploaded_image1_1750779449.jpg"
"1766753123-526","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","450 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5362962_uploaded_image1_1749209010.jpg"
"1766753123-527","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","130 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5362037_uploaded_image1_1749137690.jpg"
"1766753123-528","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","500CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5355058_uploaded_image1_1748800702.jpg"
"1766753123-529","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","200 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5351264_uploaded_image1_1748542637.jpg"
"1766753123-530","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","225 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1766753123-531","https://sn.coinafrique.com/categorie/moutons?page=1","Moutons","195 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349203_uploaded_image1_1748427888.jpg"
"1766753123-532","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","180 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5347115_uploaded_image1_1748302103.jpg"
"1766753123-533","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","250 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344905_uploaded_image1_1748196909.jpg"
"1766753123-534","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton ladoum","600 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344681_uploaded_image1_1748183751.jpg"
"1766753123-535","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","100 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5344147_uploaded_image1_1748126098.jpg"
"1766753123-536","https://sn.coinafrique.com/categorie/moutons?page=1","Moutons","225 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342599_uploaded_image1_1748032725.jpg"
"1766753123-537","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","600CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342588_uploaded_image1_1748032353.jpg"
"1766753123-538","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1766753123-539","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","275 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1766753123-540","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","190 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334867_uploaded_image1_1747644110.jpg"
"1766753123-541","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334036_uploaded_image1_1747578346.jpg"
"1766753123-542","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5333365_uploaded_image1_1747518081.jpg"
"1766753123-543","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5333364_uploaded_image1_1747517896.jpg"
"1766753123-544","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","165 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5331651_uploaded_image1_1747411805.jpg"
"1766753123-545","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","850 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5328631_uploaded_image1_1747268349.jpg"
"1766753123-546","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","550 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5321660_uploaded_image1_1746897337.jpg"
"1766753123-547","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","325 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316393_uploaded_image1_1746633254.jpg"
"1766753123-548","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","325 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316327_uploaded_image1_1746631366.jpg"
"1766753123-549","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316323_uploaded_image1_1746631293.jpg"
"1766753123-550","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311454_uploaded_image1_1746381105.jpg"
"1766753123-551","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","600 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311435_uploaded_image1_1746380521.jpg"
"1766753123-552","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","375 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5302025_uploaded_image1_1745854211.jpg"
"1766753123-553","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","375 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5302020_uploaded_image1_1745854071.jpg"
"1766753123-554","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Toubaberr","105 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5271542_uploaded_image1_1744106341.jpg"
"1766753123-555","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","400CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5289057_uploaded_image1_1745062997.jpg"
"1766753123-556","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","350CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5289055_uploaded_image1_1745062842.jpg"
"1766753123-557","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","80 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5288288_uploaded_image1_1744995144.jpg"
"1766753123-558","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5288284_uploaded_image1_1744994723.jpg"
"1766753123-559","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_5242287_uploaded_image2_1742488655.jpeg"
"1766753123-560","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5234191_uploaded_image1_1742083080.jpg"
"1766753123-561","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5228921_uploaded_image1_1741801692.jpg"
"1766753123-562","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5228913_uploaded_image1_1741801582.jpg"
"1766753123-563","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","300 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5200965_uploaded_image1_1740410729.jpg"
"1766753123-564","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1766753123-565","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","325 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196554_uploaded_image1_1740141524.jpg"
"1766753123-566","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1766753123-567","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187800_uploaded_image1_1739674108.jpg"
"1766753123-568","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187761_uploaded_image1_1739669832.jpg"
"1766753123-569","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187749_uploaded_image1_1739669547.jpg"
"1766753123-570","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum","750 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179072_uploaded_image1_1739195002.jpg"
"1766753123-571","https://sn.coinafrique.com/categorie/moutons?page=1","Bélier","225 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179070_uploaded_image1_1739194872.jpg"
"1766753123-572","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","200 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1766753123-573","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","180 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1766753123-574","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","375 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1766753123-575","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114763_uploaded_image1_1735745896.jpg"
"1766753123-576","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","180 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114762_uploaded_image1_1735745550.jpg"
"1766753123-577","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","140 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5090703_uploaded_image1_1734111129.jpg"
"1766753123-578","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","500 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5026510_uploaded_image1_1730734414.jpg"
"1766753123-579","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5026478_uploaded_image1_1730733079.jpg"
"1766753123-580","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","150 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4995716_uploaded_image1_1729028654.jpg"
"1766753123-581","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","350 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1766753123-582","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","350 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969221_uploaded_image1_1727728659.jpg"
"1766753123-583","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","650 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969219_uploaded_image1_1727728556.jpg"
"1766753123-584","https://sn.coinafrique.com/categorie/moutons?page=1","Femelle Ladoume","200 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4961186_uploaded_image1_1727261381.jpg"
"1766753123-585","https://sn.coinafrique.com/categorie/moutons?page=1","Landoum pur","1 200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4948067_uploaded_image1_1726569636.jpg"
"1766753123-586","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg"
"1766753123-587","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","350 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1766753123-588","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum Mix","250 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885680_uploaded_image1_1723205050.jpg"
